"","A","B","R","Q","C","CAU","AFA","HIS","API"
"4104",24,44,4,7,15,0.000167,0,0,0
"4105",24,44,4,8,2,0.000333,0,0,0
"4106",24,44,4,9,4,0.000333,0,0,0
"4107",24,44,4,9,7,0.000167,0,0,0
"4108",24,44,7,2,5,0.000333,0,0,0
"4109",24,44,7,2,6,0.000167,0,0,0
"4110",24,44,7,2,7,0.000167,0,0,0
"4111",24,44,7,2,8,0.000167,0,0,0
"4112",24,44,7,3,5,0.000167,0,0,0
"4113",24,44,7,5,4,0.000167,0,0,0
"4114",24,44,7,6,5,0.000167,0,0,0
"4115",24,44,7,6,8,0.000333,0,0,0
"4116",24,44,7,7,6,0.000167,0,0,0
"4117",24,44,7,9,4,0.000167,0,0,0
"4118",24,44,8,2,6,0.000167,0,0,0
"4119",24,44,8,3,12,0.000167,0,0,0
"4120",24,44,9,2,4,0,3e-04,0,0
"4121",24,44,10,8,7,0.000167,0,0,0
"4122",24,44,11,3,15,0.000333,0,0,0
"4123",24,44,11,4,4,0.000167,0,0,0
"4124",24,44,11,5,6,0,0,0.00035,0
"4125",24,44,11,7,3,0.000167,0,0.001051,0
"4126",24,44,11,7,4,0.000333,0,0,0
"4127",24,44,11,7,18,0,3e-04,0,0
"4128",24,44,12,7,7,0,0,0.00035,0
"4129",24,44,13,1,3,0.000167,0,0,0
"4130",24,44,13,2,4,0.000167,0,0,0
"4131",24,44,13,2,7,0.000167,0,0,0
"4132",24,44,13,2,16,0.000167,0,0,0
"4133",24,44,13,2,17,0.000167,0,0,0
"4134",24,44,13,6,6,0,0,0.00035,0
"4135",24,44,13,6,7,0,0.000265,0,0
"4136",24,44,13,7,2,0.000167,0,0,0
"4137",24,44,13,7,10,0.000167,0,0,0
"4138",24,44,14,5,7,0,0,0,0.002155
"4139",24,44,15,1,4,0,0,0.00035,0
"4140",24,44,15,5,3,0.000167,0,0,0
"4141",24,44,15,6,2,0.000167,0,0,0
"4142",24,44,15,6,4,0,0,0.000701,0
"4143",24,44,15,6,17,0.000167,0,0,0
"4144",24,44,15,8,6,0.000167,0,0,0
"4145",24,44,16,5,7,0,0,0.000701,0
"4146",24,44,17,1,6,0.000167,0,0,0
"4147",24,44,17,2,3,0,0,0.00035,0
"4148",24,44,103,8,4,0.000167,0,0,0
"4149",24,45,4,6,5,0.000333,0,0,0
"4150",24,45,8,7,16,0,3e-04,0,0
"4151",24,45,10,1,3,0,0,0.00035,0
"4152",24,45,10,5,16,0,0,0.001752,0
"4153",24,45,12,5,1,0.000167,0,0,0
"4154",24,45,12,5,6,0,0,0.00035,0
"4155",24,45,14,5,6,0,0,0,0.002155
"4156",24,45,15,6,4,0,3e-04,0,0
"4157",24,45,15,6,6,0,6e-04,0,0
"4158",24,45,18,4,6,0,3e-04,0,0
"4159",24,46,8,6,1,0,0,0,0.002155
"4160",24,46,9,9,1,0,0,0,0.002155
"4161",24,46,14,5,1,0,0,0,0.002155
"4162",24,47,8,2,7,0.000167,0,0,0
"4163",24,47,15,6,6,0,0,0.00035,0
"4164",24,47,15,8,12,0.000167,0,0,0
"4165",24,48,4,8,7,0,0,0.00035,0
"4166",24,48,8,4,8,0,0,0.000959,0
"4167",24,48,9,3,8,0,0,0,0.002155
"4168",24,48,13,8,4,0,0,0.00035,0
"4169",24,48,14,7,1,0,0,0.00035,0
"4170",24,48,14,7,8,0,0,4e-04,0
"4171",24,49,1,3,1,0.000167,0,0,0
"4172",24,49,1,5,7,0,0,0.001051,0
"4173",24,49,1,7,1,0.000167,0,0,0
"4174",24,49,4,1,10,0.000167,0,0,0
"4175",24,49,4,2,17,0.000167,0,0,0
"4176",24,49,7,2,16,0.000167,0,0,0
"4177",24,49,11,7,7,0,0,0.00035,0
"4178",24,49,14,7,2,0.000167,0,0,0
"4179",24,49,17,8,16,0.000167,0,0,0
"4180",24,50,1,4,4,0.000167,0,0,0
"4181",24,50,7,5,7,0.000167,0,0,0
"4182",24,50,11,7,6,0,3e-04,0,0
"4183",24,50,15,2,5,0.000167,0,0,0
"4184",24,50,15,6,6,0,3e-04,0,0
"4185",24,50,17,4,10,0.000167,0,0,0
"4186",24,51,1,6,3,0.000167,0,0,0
"4187",24,51,1,6,7,0.000315,0,0,0
"4188",24,51,1,7,3,0.000333,0,0,0
"4189",24,51,2,2,1,0.000167,0,0,0
"4190",24,51,4,2,5,0.000167,0,0,0
"4191",24,51,4,2,7,0.000167,0,0,0
"4192",24,51,4,3,6,0,0,0.000701,0
"4193",24,51,4,4,15,0,0,0.000162,0
"4194",24,51,4,6,10,0.000333,0,0,0
"4195",24,51,4,8,8,0,0,0.000701,0
"4196",24,51,4,8,10,0,3e-04,0,0
"4197",24,51,4,8,15,0,0,0.001051,0
"4198",24,51,7,1,1,0,3e-04,0,0
"4199",24,51,7,3,10,0.000167,0,0,0
"4200",24,51,7,8,7,0.000167,0,0,0
"4201",24,51,7,8,16,0,3e-04,0,0
"4202",24,51,8,2,5,0.000167,0,0,0
"4203",24,51,8,3,2,0,0,0,0.002155
"4204",24,51,8,5,6,0.000167,0,0,0
"4205",24,51,9,3,7,0.000167,0,0,0
"4206",24,51,11,1,16,0.000167,0,0,0
"4207",24,51,11,5,4,0.000333,0,0,0
"4208",24,51,11,5,9,0.000167,0,0,0
"4209",24,51,11,5,15,0.000167,0,0,0
"4210",24,51,11,6,5,0.000167,0,0,0
"4211",24,51,11,7,2,0,0,0,0.002155
"4212",24,51,11,7,7,0.000167,0,0.000504,0
"4213",24,51,11,8,3,0.000167,0,0,0
"4214",24,51,13,1,7,0.000486,0,0,0
"4215",24,51,13,2,1,0.000333,0,0,0
"4216",24,51,13,2,6,0.000167,0,0,0
"4217",24,51,13,7,16,0,3e-04,0,0
"4218",24,51,14,1,1,0,0,0.00035,0
"4219",24,51,14,8,7,0,0,0,0.002155
"4220",24,51,14,8,8,0,0,0,0.002155
"4221",24,51,15,3,7,0.000167,0,0,0
"4222",24,51,15,6,3,0,0,0,0.002155
"4223",24,51,15,6,5,0.000167,0,0,0
"4224",24,51,15,6,8,0,0,0.00035,0
"4225",24,51,15,6,12,0,0,0,0.002155
"4226",24,51,15,6,15,0,0,0.00035,0
"4227",24,51,15,7,12,0,0,0.00035,0
"4228",24,51,16,2,16,0.000167,0,0,0
"4229",24,51,16,5,3,0.000167,0,0,0
"4230",24,51,16,5,12,0.000167,0,0,0
"4231",24,51,16,7,7,0.000167,0,0,0
"4232",24,51,17,6,4,0.000167,0,0,0
"4233",24,52,4,3,3,0,0,0.00035,0
"4234",24,52,4,5,2,0.000167,0,0,0
"4235",24,52,4,9,5,0.000167,0,0,0
"4236",24,52,8,4,9,0,0,0,0.002155
"4237",24,52,11,7,7,0,0,0,0.002155
"4238",24,52,13,9,4,0.000167,0,0,0
"4239",24,52,14,7,9,0,0,0.000383,0
"4240",24,52,15,2,4,0.000167,0,0,0
"4241",24,52,15,2,9,0.000167,0,0,0
"4242",24,52,15,3,12,0.000167,0,0,0
"4243",24,52,15,5,7,0,0,0.00035,0
"4244",24,52,15,6,12,0,0,0,0.008621
"4245",24,52,16,7,9,0,0,0.00035,0
"4246",24,52,16,7,15,0,0,0.000701,0
"4247",24,53,7,2,4,0,6.5e-05,0,0
"4248",24,53,7,2,7,0.000167,0,0,0
"4249",24,53,8,7,4,0,0,0.00035,0
"4250",24,53,11,8,5,0.000167,0,0,0
"4251",24,53,13,1,6,0,0,0.00035,0
"4252",24,53,13,1,7,0.000167,0,0,0
"4253",24,53,17,7,12,0.000167,0,0,0
"4254",24,54,4,4,1,0,0,0,0.008621
"4255",24,54,4,7,5,0.000167,0,0,0
"4256",24,55,1,3,14,0.000167,0,0,0
"4257",24,55,1,5,2,0.000167,0,0,0
"4258",24,55,3,2,8,0.000167,0,0,0
"4259",24,55,4,4,1,0,0,0,0.002155
"4260",24,55,7,2,1,0,0,0.00035,0
"4261",24,55,9,7,5,0.000167,0,0,0
"4262",24,55,9,9,10,0,0,0,0.002155
"4263",24,55,10,6,10,0.000167,0,0,0
"4264",24,55,13,2,4,0.000333,0,0,0
"4265",24,55,13,3,7,0.000167,0,0,0
"4266",24,55,13,6,5,0.000167,0,0,0
"4267",24,55,14,2,7,5e-04,0,0,0
"4268",24,55,14,5,3,0,3e-04,0,0
"4269",24,55,14,5,9,0,3e-04,0,0
"4270",24,55,14,6,7,0.000167,0,0,0
"4271",24,55,15,5,7,0,0,0,0.002155
"4272",24,55,15,5,9,0.000167,0,0,0
"4273",24,55,15,6,6,0,3e-04,0,0
"4274",24,55,16,7,7,0.000167,0,0,0
"4275",24,55,17,6,16,0.000167,0,0,0
"4276",24,55,17,7,10,0.000167,0,0,0
"4277",24,55,103,6,7,0.000167,0,0,0
"4278",24,56,1,7,7,0.000167,0,0,0
"4279",24,56,4,4,8,0.000167,0,0,0
"4280",24,56,4,6,3,0.000167,0,0,0
"4281",24,56,7,5,4,0.000333,0,0,0
"4282",24,56,15,1,1,0,0,0.00035,0
"4283",24,56,15,5,1,0,0,0,0.002155
"4284",24,56,15,5,7,0,0,0,0.002155
"4285",24,56,15,6,4,0,0,0.00035,0
"4286",24,56,17,2,3,0,3e-04,0,0
"4287",24,56,17,2,4,0,0,0.00035,0
"4288",24,57,1,5,7,0,3e-04,0,0
"4289",24,57,1,5,8,0,3e-04,0,0
"4290",24,57,4,5,2,0.000167,0,0,0
"4291",24,57,7,5,4,0.000167,0,0,0
"4292",24,57,7,7,7,0.000833,0,0,0
"4293",24,57,8,6,4,0.000167,0,0,0
"4294",24,57,9,3,6,0,3e-04,0,0
"4295",24,57,10,5,16,0.000167,0,0,0
"4296",24,57,11,6,6,0,3e-04,0,0
"4297",24,57,11,7,5,0.000167,0,0,0
"4298",24,57,13,6,12,0.000167,0,0,0
"4299",24,57,13,8,10,0.000167,0,0,0
"4300",24,57,14,9,2,0.000167,0,0,0
"4301",24,57,15,6,4,0.000167,0,0,0
"4302",24,58,2,3,3,0,0,0.00035,0
"4303",24,58,7,6,5,0.000167,0,0,0
"4304",24,58,11,7,3,0,6e-04,0,0
"4305",24,58,12,5,6,0,0.000628,0,0
"4306",24,58,13,4,16,0.000167,0,0,0
"4307",24,58,13,7,7,0,0,0.00035,0
"4308",24,59,12,7,1,0,0,0,0.00431
"4309",24,60,1,5,3,0,0,0.000274,0
"4310",24,60,1,6,1,0.000167,0,0,0
"4311",24,60,4,1,4,0.000167,0,0,0
"4312",24,60,4,2,3,0.000167,0,0,0
"4313",24,60,4,2,5,0.000167,0,0,0
"4314",24,60,4,4,3,0.000333,0,0,0
"4315",24,60,4,5,5,0.000167,0,0,0
"4316",24,60,4,5,6,9.6e-05,0,0,0
"4317",24,60,4,5,15,0.000167,0,0,0
"4318",24,60,4,6,6,0.000226,0,0,0
"4319",24,60,4,7,3,5e-04,0,0,0
"4320",24,60,4,7,4,0.000167,0,0,0
"4321",24,60,4,7,6,0.000333,0,0,0
"4322",24,60,4,8,3,0,3e-04,0,0
"4323",24,60,4,8,10,0.000167,3e-04,0.00035,0
"4324",24,60,4,8,12,0,0,0,0.002155
"4325",24,60,7,2,2,0.000167,0,0,0
"4326",24,60,8,1,7,0.000167,0,0,0
"4327",24,60,8,4,10,0,0.000228,0,0
"4328",24,60,8,6,10,0,0,0.00035,0
"4329",24,60,11,3,10,0.000167,0,0,0
"4330",24,60,11,5,7,0.000333,0,0,0
"4331",24,60,11,7,3,0,0,0.000701,0
"4332",24,60,11,7,7,0,0,0,0.002155
"4333",24,60,12,2,7,0.000333,0,0,0
"4334",24,60,12,7,10,0,0,0.00035,0
"4335",24,60,13,5,3,0.000167,0,0,0
"4336",24,60,13,6,3,0,0,0.000701,0
"4337",24,60,13,6,7,0.000206,0,0,0
"4338",24,60,13,6,9,0.000333,0,0,0
"4339",24,60,13,6,10,0,3e-04,0.000252,0
"4340",24,60,13,6,12,0.000127,0,0,0
"4341",24,60,13,8,12,0.000167,0,0,0
"4342",24,60,13,9,6,0.000667,0,0,0
"4343",24,60,14,1,3,0,0,0,0.002155
"4344",24,60,14,7,3,0,0,0.00035,0
"4345",24,60,15,5,6,0.000167,0,0,0
"4346",24,61,1,6,6,0.000333,0,0,0
"4347",24,61,4,2,7,0.000167,0,0,0
"4348",24,61,4,3,3,0,0,0.001051,0
"4349",24,61,4,5,4,0,6e-04,0,0
"4350",24,61,4,8,3,0,0,0.00356,0
"4351",24,61,4,8,4,0,0,0.00035,0
"4352",24,61,4,8,10,0,0,0.003564,0
"4353",24,61,7,2,4,0,0,0.00035,0
"4354",24,61,8,4,3,0,0,0.002187,0
"4355",24,61,8,4,10,0,0,0.00275,0
"4356",24,61,8,7,1,0,0,0.00035,0
"4357",24,61,8,7,10,0,0,0.00035,0
"4358",24,61,8,8,3,0,0,0,0.002155
"4359",24,61,8,8,10,0,0,0,0.002155
"4360",24,61,9,9,3,0,0,0,0.002155
"4361",24,61,11,5,7,0.000167,0,0,0
"4362",24,61,11,7,2,0,0,0.00035,0
"4363",24,61,11,7,7,0,0,0,0.002155
"4364",24,61,12,7,8,0,0,0,0.002155
"4365",24,61,13,5,2,0.000333,0,0,0
"4366",24,61,13,5,17,0.000167,0,0,0
"4367",24,61,13,7,7,0.000167,0,0,0
"4368",24,61,13,8,6,0.000167,0,0,0
"4369",24,61,14,5,4,0,0,0.00035,0
"4370",24,61,14,6,7,0.000167,0,0,0
"4371",24,61,14,7,4,0,0,0.000364,0
"4372",24,61,14,7,7,0,0,0.00035,0
"4373",24,61,15,3,6,0,3e-04,0,0
"4374",24,61,15,4,15,0.000167,0,0,0
"4375",24,61,15,5,15,0,0,0,0.002155
"4376",24,61,15,6,8,0,0,0,0.00431
"4377",24,61,15,6,15,0,6e-04,0,0
"4378",24,61,16,2,16,0.000167,0,0,0
"4379",24,61,16,7,3,0,0,0.000428,0
"4380",24,61,16,7,10,0,0,0.001498,0
"4381",24,61,18,4,12,0,3e-04,0,0
"4382",24,62,1,5,9,0,0,0.00035,0
"4383",24,62,1,6,7,2e-04,0,0,0
"4384",24,62,1,8,7,0.000333,0,0,0
"4385",24,62,4,2,1,0.000167,0,0,0
"4386",24,62,4,2,2,0.000167,0,0,0
"4387",24,62,4,2,7,0.000572,0,0,0
"4388",24,62,4,3,7,0.000333,0,0,0
"4389",24,62,4,3,8,0,0,0.00035,0
"4390",24,62,4,4,7,0,0,0,0.006466
"4391",24,62,4,6,7,0.001196,0,0,0
"4392",24,62,4,6,12,0.000167,0,0,0
"4393",24,62,4,7,10,0,0,0,0.00431
"4394",24,62,4,8,3,0,0,0.00035,0
"4395",24,62,4,8,9,0,0,0.000701,0
"4396",24,62,4,8,12,0,0,0,0.002155
"4397",24,62,4,9,7,0.000333,0,0,0
"4398",24,62,8,6,1,0.000167,0,0,0
"4399",24,62,9,5,4,0.000167,0,0,0
"4400",24,62,9,9,4,0,0,0,0.002155
"4401",24,62,9,9,9,0,3e-04,0,0
"4402",24,62,10,6,16,0.000167,0,0,0
"4403",24,62,11,2,16,0.000167,0,0,0
"4404",24,62,11,8,7,0.000167,0,0,0
"4405",24,62,11,9,7,0,0,0,0.002155
"4406",24,62,12,5,4,0,0,0,0.00431
"4407",24,62,13,1,1,0.000167,0,0,0
"4408",24,62,13,1,9,0,3e-04,0,0
"4409",24,62,13,2,4,5e-04,0,0,0
"4410",24,62,13,2,9,0.000333,0,0,0
"4411",24,62,13,5,12,0.000167,0,0,0
"4412",24,62,13,6,6,0.000333,0,0,0
"4413",24,62,13,6,7,0.000167,0,0,0
"4414",24,62,13,7,12,0.000167,0,0,0
"4415",24,62,13,9,6,0.000167,0,0,0
"4416",24,62,13,9,10,0.000167,0,0,0
"4417",24,62,14,4,9,0.000167,0,0,0
"4418",24,62,14,5,5,0.000167,0,0,0
"4419",24,62,15,1,3,0,0,0,0.00431
"4420",24,62,15,5,7,0,0,0.00035,0.00431
"4421",24,62,15,9,7,0,0,0.00035,0
"4422",24,62,17,9,9,0,3e-04,0,0
"4423",24,62,103,1,6,0.000167,0,0,0
"4424",24,62,103,6,5,0.000167,0,0,0
"4425",24,63,3,6,2,0.000167,0,0,0
"4426",24,63,7,9,4,0.000167,0,0,0
"4427",24,63,8,6,2,0.000167,0,0,0
"4428",24,63,11,7,7,0,0,0.00035,0
"4429",24,63,12,7,7,0,0,0.00035,0
"4430",24,63,13,6,7,0,0,0.000701,0
"4431",24,63,13,7,1,0,0,0.00035,0
"4432",24,63,15,6,14,0,3e-04,0,0
"4433",24,63,15,6,15,0,3e-04,0,0
"4434",24,63,16,7,5,0.000167,0,0,0
"4435",24,64,4,8,8,0,0,0.00035,0
"4436",24,64,4,8,9,0,3e-04,0,0
"4437",24,64,7,7,1,0.000167,0,0,0
"4438",24,64,11,5,16,0.000167,0,0,0
"4439",24,64,11,7,8,0,3e-04,0,0
"4440",24,65,1,2,10,0.000167,0,0,0
"4441",24,65,1,6,6,0.000167,0,0,0
"4442",24,65,1,6,10,0.000167,0,0,0
"4443",24,65,1,8,2,0.000167,0,0,0
"4444",24,65,8,7,8,0,3e-04,0,0
"4445",24,65,10,5,15,0.000167,0,0,0
"4446",24,65,11,5,5,0.000167,0,0,0
"4447",24,65,11,5,7,0.000167,0,0,0
"4448",24,65,14,2,5,0.000167,0,0,0
"4449",24,65,14,7,8,0,0,0.000647,0
"4450",24,65,15,6,8,0,0,0.001009,0
"4451",24,65,15,7,7,0.000167,0,0,0
"4452",24,65,15,7,14,0.000167,0,0,0
"4453",24,70,4,7,12,0.000167,0,0,0
"4454",24,70,13,1,1,0,0,0.00035,0
"4455",24,70,15,6,10,0.000167,0,0,0
"4456",24,70,16,4,4,0.000167,0,0,0
"4457",24,71,13,7,4,0,3e-04,0,0
"4458",24,72,7,2,2,0,3e-04,0,0
"4459",24,72,7,2,7,0,0,0.00035,0
"4460",24,72,12,1,2,0,0,0.00035,0
"4461",24,72,13,6,2,0,0,0.00035,0
"4462",24,72,13,7,1,0.000167,0,0,0
"4463",24,72,17,2,2,0,3e-04,0,0
"4464",24,72,17,5,1,0.000167,0,0,0
"4465",24,75,12,5,7,0,0,0,0.002155
"4466",24,75,14,5,9,0,0,0,0.002155
"4467",24,75,15,1,4,0,0,0,0.002155
"4468",24,75,15,6,8,0,0,0,0.002155
"4469",24,75,17,2,15,0,0,0,0.002155
"4470",24,77,4,8,8,0,0,0,0.002155
"4471",24,77,15,5,8,0,0,0,0.002155
"4472",24,81,12,5,8,0,6e-04,0,0
"4473",24,82,11,5,10,0,0,0.00035,0
"4474",24,4005,4,8,3,0,0,0.000583,0
"4475",24,4005,17,2,3,0,0,0.00035,0
"4476",24,5102,4,8,8,0,0,0.000701,0
"4477",24,5102,8,3,8,0,0,0.00035,0
"4478",25,7,4,7,4,0.000167,0,0,0
"4479",25,7,11,4,7,0.000167,0,0,0
"4480",25,7,14,6,2,0.000167,0,0,0
"4481",25,7,15,5,3,0.000167,0,0,0
"4482",25,7,15,5,16,0.000167,0,0,0
"4483",25,7,15,8,7,0.000167,0,0,0
"4484",25,8,4,7,4,0.000167,0,0,0
"4485",25,8,4,8,9,0.000167,0,0,0
"4486",25,8,11,2,7,0.000167,0,0,0
"4487",25,8,11,6,5,0.000167,0,0,0
"4488",25,8,14,2,7,0.000167,0,0,0
"4489",25,8,17,1,2,0.000167,0,0,0
"4490",25,8,17,7,3,0.000167,0,0,0
"4491",25,14,2,2,5,0.000167,0,0,0
"4492",25,14,7,8,7,0.000167,0,0,0
"4493",25,18,1,1,5,0.000167,0,0,0
"4494",25,18,1,5,3,0,3e-04,0,0
"4495",25,18,1,6,2,0.000167,0,0,0
"4496",25,18,1,8,15,0.000167,0,0,0
"4497",25,18,4,2,14,0.000167,0,0,0
"4498",25,18,4,3,5,0.000167,0,0,0
"4499",25,18,7,6,12,0.000167,0,0,0
"4500",25,18,7,7,7,0.000167,0,0,0
"4501",25,18,8,7,12,0,0,0.00035,0
"4502",25,18,10,6,6,0.000333,0,0,0
"4503",25,18,11,6,12,0,0,0.00035,0
"4504",25,18,11,9,7,0.000167,0,0,0
"4505",25,18,12,3,7,0,0,0.00035,0
"4506",25,18,13,2,6,0.000333,0,0,0
"4507",25,18,13,2,7,0.000333,0,0,0
"4508",25,18,13,7,8,0.000167,0,0,0
"4509",25,18,14,2,6,0.000333,0,0,0
"4510",25,18,15,1,2,0.000167,0,0,0
"4511",25,18,15,2,3,0.000167,0,0,0
"4512",25,18,15,2,5,0.000166,0,0,0
"4513",25,18,15,2,12,5e-04,0,0,0
"4514",25,18,15,4,9,0.000167,0,0,0
"4515",25,18,15,5,2,0.000167,0,0,0
"4516",25,18,15,5,6,0.000167,0,0,0
"4517",25,18,15,5,7,0.000333,0,0,0
"4518",25,18,15,6,5,0,0,0.00035,0
"4519",25,18,15,6,12,0,0,0.001752,0
"4520",25,18,15,6,16,0.000167,0,0,0
"4521",25,18,15,7,7,0.001,0,0,0
"4522",25,18,15,7,16,0.000333,0,0,0
"4523",25,18,15,8,7,0.000167,0,0,0
"4524",25,18,15,8,10,0.000167,0,0,0
"4525",25,18,15,9,3,0.000167,0,0,0
"4526",25,18,16,5,5,0.000167,0,0,0
"4527",25,18,16,7,2,0.000167,0,0,0
"4528",25,18,17,3,12,0.000167,0,0,0
"4529",25,18,17,7,4,0.000167,0,0,0
"4530",25,18,17,8,1,0.000167,0,0,0
"4531",25,27,4,6,3,0.000167,0,0,0
"4532",25,27,15,5,7,0.000167,0,0,0
"4533",25,35,1,1,7,0.000167,0,0,0
"4534",25,35,8,4,9,0,0,0.000701,0
"4535",25,37,10,5,12,0.000167,0,0,0
"4536",25,38,13,5,3,0.000167,0,0,0
"4537",25,38,13,6,10,0.000167,0,0,0
"4538",25,39,1,4,10,0.000167,0,0,0
"4539",25,39,1,5,6,0.000167,0,0,0
"4540",25,39,7,6,5,0.000167,0,0,0
"4541",25,39,8,6,6,0.000167,0,0,0
"4542",25,39,11,7,2,0.000167,0,0,0
"4543",25,39,15,8,1,0.000167,0,0,0
"4544",25,41,13,5,7,0.000333,0,0,0
"4545",25,44,1,8,17,0,3e-04,0,0
"4546",25,44,4,2,17,0.000167,0,0,0
"4547",25,44,4,7,8,0.000167,0,0,0
"4548",25,44,4,8,4,0.000167,0,0,0
"4549",25,44,11,1,8,0.000167,0,0,0
"4550",25,44,13,2,4,0,0,0.00035,0
"4551",25,44,13,6,5,0,0,0.00035,0
"4552",25,44,14,5,5,0,0,0.001051,0
"4553",25,44,15,8,8,0.000167,0,0,0
"4554",25,47,7,7,1,0.000167,0,0,0
"4555",25,47,15,4,12,0,3e-04,0,0
"4556",25,48,8,4,7,0,0,0.00035,0
"4557",25,49,4,3,12,0.000167,0,0,0
"4558",25,50,4,8,1,0.000167,0,0,0
"4559",25,50,14,8,6,0.000167,0,0,0
"4560",25,51,1,2,9,0.000167,0,0,0
"4561",25,51,4,3,7,0,0,0.00035,0
"4562",25,51,7,8,3,0.000167,0,0,0
"4563",25,51,7,9,3,0.000167,0,0,0
"4564",25,51,8,1,7,0.000167,0,0,0
"4565",25,51,8,3,4,0,0,0.00035,0
"4566",25,51,11,5,1,0.000167,0,0,0
"4567",25,51,11,7,9,0.000167,0,0,0
"4568",25,51,16,7,12,0,0,0.00035,0
"4569",25,51,103,6,5,0.000167,0,0,0
"4570",25,52,1,5,6,0.000167,0,0,0
"4571",25,52,15,8,16,0.000167,0,0,0
"4572",25,53,1,1,4,0,3e-04,0,0
"4573",25,53,13,5,8,0.000167,0,0,0
"4574",25,55,4,8,4,0.000167,0,0,0
"4575",25,55,14,2,1,0.000167,0,0,0
"4576",25,55,14,2,7,0.000167,0,0,0
"4577",25,57,7,4,16,0.000167,0,0,0
"4578",25,57,7,8,7,0.000167,0,0,0
"4579",25,57,13,2,9,0.000167,0,0,0
"4580",25,58,4,7,10,0,3e-04,0,0
"4581",25,58,8,8,7,0.000167,0,0,0
"4582",25,58,13,2,7,0.000333,0,0,0
"4583",25,58,13,3,10,0,3e-04,0,0
"4584",25,58,15,6,16,0.000167,0,0,0
"4585",25,60,4,6,4,0.000167,0,0,0
"4586",25,60,7,1,4,0.000167,0,0,0
"4587",25,60,7,8,8,0.000167,0,0,0
"4588",25,60,8,4,4,0.000167,0,0,0
"4589",25,60,8,6,8,0.000167,0,0,0
"4590",25,60,13,7,6,0.000167,0,0,0
"4591",25,61,11,5,1,0.000167,0,0,0
"4592",25,61,12,7,7,0.000167,0,0,0
"4593",25,62,1,4,7,0.000167,0,0,0
"4594",25,62,4,4,6,0.000167,0,0,0
"4595",25,62,4,7,6,0.000167,0,0,0
"4596",25,62,15,7,3,0.000167,0,0,0
"4597",25,62,16,5,9,0,0,0.00035,0
"4598",25,65,1,6,7,0.000167,0,0,0
"4599",25,65,13,6,9,0.000167,0,0,0
"4600",25,70,15,2,5,0.000167,0,0,0
"4601",25,72,13,1,4,0.000167,0,0,0
"4602",25,81,12,5,8,0,3e-04,0,0
"4603",26,7,7,5,2,0.000167,0,0,0
"4604",26,7,11,5,4,0,0,0.00035,0
"4605",26,7,11,5,5,0.000167,0,0,0
"4606",26,7,11,7,6,0.000167,0,0,0
"4607",26,7,13,1,7,0,3e-04,0,0
"4608",26,7,15,2,7,0.000177,0,0,0
"4609",26,7,15,6,15,0,0,0.00035,0
"4610",26,8,1,6,3,0.000333,0,0,0
"4611",26,8,3,2,2,0.000167,0,0,0
"4612",26,8,3,6,4,0.000167,0,0,0
"4613",26,8,9,2,10,0,0,0.00035,0
"4614",26,8,13,2,3,0,3e-04,0,0
"4615",26,8,13,7,3,0,6e-04,0.00035,0
"4616",26,8,13,7,10,0,0.000899,0.00035,0
"4617",26,8,16,6,5,0.000167,0,0,0
"4618",26,8,17,2,5,0.000167,0,0,0
"4619",26,8,17,2,7,0,0,0.001023,0.00431
"4620",26,8,17,6,16,0.000167,0,0,0
"4621",26,13,4,2,2,0.000167,0,0,0
"4622",26,13,7,2,6,0,0,0.000379,0
"4623",26,14,7,6,1,0.000167,0,0,0
"4624",26,15,13,6,8,0.000167,0,0,0
"4625",26,18,7,2,15,0.000167,0,0,0
"4626",26,18,11,6,4,0.000167,0,0,0
"4627",26,18,11,6,10,0.000167,0,0,0
"4628",26,18,11,8,7,0.000167,0,0,0
"4629",26,18,11,9,6,0.000167,0,0,0
"4630",26,18,15,2,8,0.000167,0,0,0
"4631",26,18,15,3,16,0.000167,0,0,0
"4632",26,18,15,6,7,0.000167,0,0,0
"4633",26,18,17,5,3,0.000167,0,0,0
"4634",26,18,18,4,8,0,3e-04,0,0
"4635",26,27,1,2,7,0.000167,0,0,0
"4636",26,27,1,3,3,0.000167,0,0,0
"4637",26,27,1,5,2,0,3e-04,0,0
"4638",26,27,3,5,9,0.000167,0,0,0
"4639",26,27,4,7,16,0.000167,0,0,0
"4640",26,27,4,8,2,0,0,0.00035,0
"4641",26,27,7,2,7,0.000167,0,0,0
"4642",26,27,8,5,7,0.000167,0,0,0
"4643",26,27,8,7,4,0.000167,0,0,0
"4644",26,27,9,5,1,0.000167,0,0,0
"4645",26,27,11,5,16,0.000167,0,0,0
"4646",26,27,12,3,4,0,3e-04,0,0
"4647",26,27,13,6,3,0.000333,0,0,0
"4648",26,27,14,9,5,0.000167,0,0,0
"4649",26,27,15,6,2,0,0,0.001051,0
"4650",26,27,17,2,3,0.000167,0,0,0
"4651",26,27,103,2,5,0.000167,0,0,0
"4652",26,27,103,8,7,0.000167,0,0,0
"4653",26,35,1,5,2,0.000333,0,0,0
"4654",26,35,1,6,4,0.000167,0,0,0
"4655",26,35,1,8,6,0.000167,0,0,0
"4656",26,35,4,8,4,0,0,0.001556,0
"4657",26,35,4,8,15,0,0,0.00035,0
"4658",26,35,8,2,6,0.000167,0,0,0
"4659",26,35,8,4,16,0,3e-04,0,0
"4660",26,35,11,3,4,0,0,0.00035,0
