"","A","B","R","Q","C","CAU","AFA","HIS","API"
"3549",23,44,7,4,7,0.000167,0,0,0
"3550",23,44,7,4,12,0.000167,0,0,0
"3551",23,44,7,5,5,0.000167,0,0,0
"3552",23,44,7,6,7,0.001,0,0,0
"3553",23,44,7,7,5,0.000609,0,0,0
"3554",23,44,7,7,7,0.000711,0,0,0
"3555",23,44,7,7,14,0.000167,0,0,0
"3556",23,44,7,8,5,0.000167,0,0,0
"3557",23,44,8,7,4,0,0.000603,0,0
"3558",23,44,10,9,5,0.000167,0,0,0
"3559",23,44,11,2,4,0,0.000792,0,0
"3560",23,44,11,2,9,0.000333,0,0,0
"3561",23,44,11,6,7,0,0,0.00035,0
"3562",23,44,11,7,9,0,3e-04,0,0
"3563",23,44,12,5,7,0,3e-04,0,0
"3564",23,44,12,9,5,0,0,0,0.002155
"3565",23,44,13,2,9,0.000167,0,0,0
"3566",23,44,13,5,6,0.000137,0,0,0
"3567",23,44,13,5,7,0.000363,0,0,0
"3568",23,44,13,6,4,0,6e-04,0,0
"3569",23,44,14,5,7,0,3e-04,0,0
"3570",23,44,14,6,8,0.000167,0,0,0
"3571",23,44,15,1,4,0,3e-04,0.00035,0
"3572",23,44,15,2,5,0.000333,0,0,0
"3573",23,44,15,5,4,0,3e-04,0.00035,0
"3574",23,44,15,6,4,0,0.002449,0,0
"3575",23,44,16,5,10,0.000167,0,0,0
"3576",23,44,17,2,4,0,0,0.00035,0
"3577",23,44,17,6,12,0.000167,0,0,0
"3578",23,44,17,9,4,0.000167,0,0,0
"3579",23,44,18,4,4,0,0.002098,0,0
"3580",23,45,1,1,6,0,6e-04,0,0
"3581",23,45,1,5,6,0,0.001452,0.00035,0
"3582",23,45,1,5,7,0,0.00031,0,0
"3583",23,45,1,5,16,0,3e-04,0,0
"3584",23,45,4,4,4,0,0,0.00035,0
"3585",23,45,4,7,6,0,0,0.00035,0
"3586",23,45,7,2,6,0,3e-04,0.00035,0
"3587",23,45,12,7,6,0,3e-04,0,0
"3588",23,45,13,5,2,0,3e-04,0,0
"3589",23,45,13,5,6,0,3e-04,0,0
"3590",23,45,13,5,16,0,3e-04,0,0
"3591",23,45,13,6,6,0,0.001199,0,0
"3592",23,45,13,6,16,0,0.000899,0,0
"3593",23,45,14,5,6,0,3e-04,0,0
"3594",23,45,17,2,6,0,6e-04,0,0
"3595",23,45,17,2,16,0,0.00041,0,0
"3596",23,47,7,7,6,0.000167,0,0,0
"3597",23,48,4,8,7,0,0,0.00035,0
"3598",23,49,1,8,2,0.000333,0,0,0
"3599",23,49,4,8,2,0.000167,3e-04,0,0
"3600",23,49,7,2,7,0,0,0.000701,0
"3601",23,49,8,7,8,0,3e-04,0,0
"3602",23,49,11,3,9,0.000167,0,0,0
"3603",23,49,11,5,1,0.000167,0,0,0
"3604",23,49,11,7,6,0.000167,0,0,0
"3605",23,49,11,7,7,0,0,0.000839,0
"3606",23,49,11,9,5,0.000333,0,0,0
"3607",23,49,12,2,3,0.000167,0,0,0
"3608",23,49,13,1,6,0,3e-04,0,0
"3609",23,49,13,1,7,0,0,0.00035,0
"3610",23,49,13,5,7,0.000167,0,0,0
"3611",23,49,15,3,15,0.000167,0,0,0
"3612",23,49,15,4,7,0.000167,0,0,0
"3613",23,49,15,6,16,0.000167,0,0,0
"3614",23,49,15,7,5,0.000167,0,0,0
"3615",23,49,17,6,9,0,3e-04,0,0
"3616",23,49,18,4,7,0,0.000899,0,0
"3617",23,50,1,7,2,0,0,0.00035,0
"3618",23,50,7,2,4,5e-04,0,0,0
"3619",23,50,7,2,6,0,6e-04,0,0
"3620",23,50,13,7,5,0,0,0.00035,0
"3621",23,50,13,7,8,0,0,0.001051,0
"3622",23,50,17,7,2,0.000167,0,0,0
"3623",23,50,17,7,10,0.000167,0,0,0
"3624",23,51,11,1,16,0,3e-04,0,0
"3625",23,51,11,9,10,0.000167,0,0,0
"3626",23,51,13,5,2,0.000167,0,0,0
"3627",23,51,15,6,16,0.000167,0,0,0
"3628",23,51,16,6,17,0.000167,0,0,0
"3629",23,51,17,5,10,0.000167,0,0,0
"3630",23,52,7,1,6,0,3e-04,0,0
"3631",23,52,8,1,16,0.000167,0,0,0
"3632",23,52,9,2,16,0,3e-04,0,0
"3633",23,52,11,7,12,0,3e-04,0,0
"3634",23,52,15,6,1,0,0,0.00035,0
"3635",23,52,17,7,17,0,3e-04,0,0
"3636",23,53,1,1,4,0,0,0.00035,0
"3637",23,53,1,5,4,0,0.000336,0,0
"3638",23,53,1,5,6,0,3e-04,0,0
"3639",23,53,3,2,4,0,6e-04,0,0
"3640",23,53,3,2,6,0,3e-04,0,0
"3641",23,53,4,3,6,0,6e-04,0,0
"3642",23,53,7,1,7,0,3e-04,0,0
"3643",23,53,7,2,10,0,0,0.00035,0
"3644",23,53,8,7,4,0,0.002504,0,0
"3645",23,53,8,7,6,0,3e-04,0,0
"3646",23,53,9,2,4,0,0.000899,0,0
"3647",23,53,9,2,6,0,0.00034,0,0
"3648",23,53,10,5,2,0,3e-04,0,0
"3649",23,53,11,5,6,0,3e-04,0,0
"3650",23,53,11,6,4,0,0.000899,0,0
"3651",23,53,11,7,4,0,0.001078,0,0
"3652",23,53,12,5,3,0,3e-04,0,0
"3653",23,53,13,1,7,0,0,0.00035,0
"3654",23,53,13,5,8,0,3e-04,0,0
"3655",23,53,13,6,6,0,6e-04,0.000701,0
"3656",23,53,13,6,8,0,0,0.00035,0
"3657",23,53,15,2,2,0,3e-04,0,0
"3658",23,53,15,6,4,0,0.000721,0,0
"3659",23,53,17,2,4,0,0,0.00035,0
"3660",23,55,8,7,9,0,3e-04,0,0
"3661",23,56,1,5,7,0,0,0.000701,0
"3662",23,56,8,8,10,0.000167,0,0,0
"3663",23,57,4,2,6,0,0,0.00035,0
"3664",23,57,4,8,18,0,3e-04,0,0
"3665",23,57,7,2,6,0,3e-04,0,0
"3666",23,57,9,5,8,0,3e-04,0,0
"3667",23,57,13,2,15,0.000167,0,0,0
"3668",23,57,16,5,6,0,0,0.00035,0
"3669",23,57,18,4,18,0,0.000414,0,0
"3670",23,58,1,5,7,0,0,0.000419,0
"3671",23,58,4,3,3,0,3e-04,0,0
"3672",23,58,4,5,17,0.000167,0,0,0
"3673",23,58,4,8,6,0.000167,0,0,0
"3674",23,58,7,2,2,0,3e-04,0,0
"3675",23,58,7,2,7,0,0.001499,0,0
"3676",23,58,8,6,4,0,3e-04,0,0
"3677",23,58,10,5,3,0,0,0.00035,0
"3678",23,58,11,6,6,0,3e-04,0,0
"3679",23,58,11,7,7,0,0,0.00035,0
"3680",23,58,11,7,10,0,0.000899,0,0
"3681",23,58,13,1,7,0,3e-04,0,0
"3682",23,58,13,5,6,0.000167,0,0,0
"3683",23,58,13,5,7,0,6e-04,0,0
"3684",23,58,13,6,7,0,0,0.000632,0
"3685",23,58,13,9,6,0,3e-04,0,0
"3686",23,58,14,1,6,0,3e-04,0,0
"3687",23,58,15,6,6,0,0.000697,0,0
"3688",23,58,15,7,6,0,0.000203,0,0
"3689",23,58,17,2,7,0,0,0.00035,0
"3690",23,58,17,7,7,0,3e-04,0,0
"3691",23,58,18,4,3,0,6e-04,0,0
"3692",23,60,4,3,3,0,3e-04,0,0
"3693",23,60,4,6,5,0.000167,0,0,0
"3694",23,60,4,8,8,0,3e-04,0,0
"3695",23,60,7,2,17,0,0,0.000701,0
"3696",23,60,11,7,3,0,3e-04,0,0
"3697",23,60,12,7,3,0,0,0.00035,0
"3698",23,60,13,3,10,0,0,0.00035,0
"3699",23,60,16,2,7,0.000333,0,0,0
"3700",23,61,1,5,2,0,0,0.00035,0
"3701",23,61,11,7,2,0.000167,0,0.00035,0
"3702",23,61,14,7,7,0.000167,0,0,0
"3703",23,61,16,7,1,0.000167,0,0,0
"3704",23,62,1,6,5,0.000167,0,0,0
"3705",23,62,1,8,12,0.000333,0,0,0
"3706",23,62,4,3,9,0,3e-04,0,0
"3707",23,62,4,4,7,0.000167,0,0,0
"3708",23,62,4,5,3,0.000167,0,0,0
"3709",23,62,7,5,10,0.000167,0,0,0
"3710",23,62,7,8,1,0.000167,0,0,0
"3711",23,62,11,2,5,0.000167,0,0,0
"3712",23,62,11,2,9,0,0,0.00035,0
"3713",23,62,11,5,16,0.000167,0,0,0
"3714",23,62,13,4,1,0,0,0.00035,0
"3715",23,62,13,6,9,0,0,0.00035,0
"3716",23,62,17,6,3,0,0,0.00035,0
"3717",23,63,1,5,5,0,3e-04,0,0
"3718",23,63,1,5,14,0,3e-04,0,0
"3719",23,63,8,3,16,0,3e-04,0,0
"3720",23,63,9,2,14,0,3e-04,0,0
"3721",23,63,11,6,5,0,6e-04,0,0
"3722",23,63,13,6,16,0,3e-04,0,0
"3723",23,63,14,2,5,0,3e-04,0,0
"3724",23,63,15,6,4,0,3e-04,0,0
"3725",23,63,15,6,14,0,0.000899,0,0
"3726",23,63,18,5,4,0,3e-04,0,0
"3727",23,64,13,9,8,0,3e-04,0,0
"3728",23,65,1,5,8,0,0,0.000701,0
"3729",23,65,4,4,8,0,0,0,0.002155
"3730",23,65,9,2,8,0,0,0.00035,0
"3731",23,65,10,5,8,0,3e-04,0,0
"3732",23,65,11,7,8,0,6e-04,0,0
"3733",23,65,11,9,4,0.000167,0,0,0
"3734",23,65,13,6,8,0,3e-04,0,0
"3735",23,65,13,6,18,0,3e-04,0,0
"3736",23,65,15,6,8,0,3e-04,0.00035,0
"3737",23,70,7,2,2,0,0.002098,0,0
"3738",23,70,8,4,2,0,3e-04,0,0
"3739",23,70,13,5,2,0,0,0.00035,0
"3740",23,70,17,2,2,0,0.000899,0,0
"3741",23,71,11,6,8,0,3e-04,0,0
"3742",23,71,13,7,8,0,3e-04,0,0
"3743",23,71,17,2,2,0,3e-04,0,0
"3744",23,72,3,4,2,0,3e-04,0,0
"3745",23,72,4,1,2,0,3e-04,0,0
"3746",23,72,7,2,2,0,0.002549,0,0
"3747",23,72,8,7,2,0,0.000283,0,0
"3748",23,72,10,5,2,0,0.000656,0,0
"3749",23,72,11,7,2,0,0.003397,0,0
"3750",23,72,13,6,2,0,0.002098,0,0
"3751",23,72,14,1,2,0,3e-04,0,0
"3752",23,72,14,5,2,0,3e-04,0,0
"3753",23,72,15,5,3,0,0,0.00035,0
"3754",23,72,15,6,2,0,0.000433,0,0
"3755",23,72,17,2,2,0,0.000715,0,0
"3756",23,72,17,2,4,0,3e-04,0,0
"3757",23,75,1,7,8,0,0,0.00035,0
"3758",23,78,10,5,4,0,3e-04,0,0
"3759",23,81,7,2,18,0,3e-04,0,0
"3760",23,81,8,4,8,0,6e-04,0,0
"3761",23,81,8,7,2,0,3e-04,0,0
"3762",23,81,12,5,8,0,3e-04,0,0
"3763",23,81,13,1,4,0,3e-04,0,0
"3764",24,7,1,1,7,0,0,0.000701,0.002155
"3765",24,7,1,6,5,0.000167,0,0,0
"3766",24,7,1,6,7,0.000333,0,0,0
"3767",24,7,1,7,4,0.000333,0,0,0
"3768",24,7,1,7,7,0.000333,0,0,0
"3769",24,7,1,8,4,0.000167,0,0,0
"3770",24,7,1,8,7,0.000333,0,0,0
"3771",24,7,4,2,2,0.000167,0,0,0
"3772",24,7,4,2,6,0.000333,0,0,0
"3773",24,7,4,6,4,0.000333,0,0,0
"3774",24,7,4,6,7,0.000167,0,0,0
"3775",24,7,4,7,3,0.000167,0,0,0
"3776",24,7,4,7,5,0.000167,0,0,0
"3777",24,7,4,9,8,0.000167,0,0,0
"3778",24,7,7,2,7,0,0,0.000701,0
"3779",24,7,7,5,1,0.000167,0,0,0
"3780",24,7,7,5,2,0.000167,0,0,0
"3781",24,7,7,8,6,0.000167,0,0,0
"3782",24,7,7,8,16,0.000167,0,0,0
"3783",24,7,8,1,7,0.000142,0,0,0
"3784",24,7,9,7,5,0.000167,0,0,0
"3785",24,7,10,6,2,0.000167,0,0,0
"3786",24,7,11,2,7,0,3e-04,0,0
"3787",24,7,11,5,7,0.000167,0,0,0
"3788",24,7,11,5,8,0.000167,0,0,0
"3789",24,7,11,6,5,0.000167,0,0,0
"3790",24,7,11,7,6,0.000167,0,0,0
"3791",24,7,11,7,7,0,0,0.000701,0
"3792",24,7,13,1,7,0,3e-04,0,0
"3793",24,7,13,2,1,0.000167,0,0,0
"3794",24,7,13,5,7,0.000167,0,0,0
"3795",24,7,13,5,9,0.000167,0,0,0
"3796",24,7,13,6,7,0.000833,0,0,0
"3797",24,7,14,1,3,0,0,0.00035,0
"3798",24,7,14,5,7,0,0,0.000701,0.006466
"3799",24,7,14,6,5,0.000167,0,0,0
"3800",24,7,14,9,5,0.000167,0,0,0
"3801",24,7,15,1,6,0.000167,0,0,0
"3802",24,7,15,1,7,0.000538,0,0,0
"3803",24,7,15,2,2,0.000667,0,0,0
"3804",24,7,15,2,4,0,3e-04,0,0
"3805",24,7,15,2,6,0.000667,0,0,0
"3806",24,7,15,2,7,0.000338,0,0,0
"3807",24,7,15,2,12,0.000333,0,0,0
"3808",24,7,15,5,5,0.000667,0,0,0
"3809",24,7,15,5,7,0.000167,0,0.00035,0
"3810",24,7,15,6,1,0.000133,0,0,0
"3811",24,7,15,6,2,0.000833,0,0,0
"3812",24,7,15,6,7,2e-04,0.001178,0.003374,0.00431
"3813",24,7,15,6,9,0.000333,0,0,0
"3814",24,7,15,7,9,0.000167,0,0,0
"3815",24,7,15,9,7,0.000667,0,0,0
"3816",24,7,16,2,16,0.000167,0,0,0
"3817",24,7,16,7,6,0.000333,0,0,0
"3818",24,7,103,2,7,0.000167,0,0,0
"3819",24,7,103,5,7,0,0,0.000701,0
"3820",24,7,103,6,15,0.000167,0,0,0
"3821",24,7,103,7,15,0,0,0.00035,0
"3822",24,8,1,5,2,0,0,0.00035,0
"3823",24,8,3,2,7,0.000167,0,0,0
"3824",24,8,3,8,1,0.000167,0,0,0
"3825",24,8,3,9,1,0.000167,0,0,0
"3826",24,8,3,9,15,0.000167,0,0,0
"3827",24,8,4,2,8,0.000167,0,0,0
"3828",24,8,7,2,7,0,0,0.00035,0
"3829",24,8,8,4,7,0,0,0.000701,0
"3830",24,8,13,6,1,0.000167,0,0,0
"3831",24,8,16,3,1,0.000167,0,0,0
"3832",24,8,17,2,4,0.000167,0,0,0
"3833",24,8,17,2,7,5e-04,3e-04,0.000448,0
"3834",24,8,17,3,7,0.000167,0,0,0
"3835",24,8,17,5,6,0.000178,0,0,0
"3836",24,8,17,7,6,0.000167,0,0,0
"3837",24,8,17,7,10,0.000333,0,0,0
"3838",24,8,17,8,3,0.000167,0,0,0
"3839",24,8,18,4,7,0,3e-04,0,0
"3840",24,13,7,2,5,0.000333,0,0,0
"3841",24,13,7,2,6,0.000667,0.000899,0,0
"3842",24,13,7,3,4,5e-04,0,0,0
"3843",24,13,7,4,4,0.000167,0,0,0
"3844",24,13,7,6,1,0.000167,0,0,0
"3845",24,13,7,9,2,0.000167,0,0,0
"3846",24,13,11,2,17,0.000167,0,0,0
"3847",24,13,13,6,4,0,0,0,0.002155
"3848",24,13,15,5,4,0,0,0,0.002155
"3849",24,13,15,6,3,0,0,0.00035,0
"3850",24,13,15,8,7,0.000167,0,0,0
"3851",24,14,1,1,8,0,0,0.00035,0
"3852",24,14,1,5,6,0,0,0.00035,0
"3853",24,14,1,5,10,0.000167,0,0,0
"3854",24,14,1,6,1,0.000167,0,0,0
"3855",24,14,7,7,8,0,0,0.00035,0
"3856",24,14,11,8,1,0.000167,0,0,0
"3857",24,15,1,7,5,0.000167,0,0,0
"3858",24,15,15,1,3,0,0,0,0.00431
"3859",24,18,1,1,2,0,3e-04,0,0
"3860",24,18,1,2,12,0.000167,0,0,0
"3861",24,18,1,3,14,0.000167,0,0,0
"3862",24,18,1,6,7,0.000331,0,0,0
"3863",24,18,1,9,7,0.000167,0,0,0
"3864",24,18,4,2,4,0.000167,0,0,0
"3865",24,18,4,3,4,0.000167,0,0,0
"3866",24,18,4,5,5,0.000167,0,0,0
"3867",24,18,4,8,5,0,0,0.00035,0
"3868",24,18,4,8,7,0.000167,0,0,0
"3869",24,18,7,2,3,0,0,0.00035,0
"3870",24,18,7,2,10,0.000333,0,0,0
"3871",24,18,7,2,16,0.000167,0,0,0
"3872",24,18,7,5,6,0.000167,0,0,0
"3873",24,18,8,2,7,0.000167,0,0,0
"3874",24,18,8,4,7,0,0,0.00035,0
"3875",24,18,8,5,6,0.000167,0,0,0
"3876",24,18,11,1,3,0.000167,0,0,0
"3877",24,18,11,1,5,0.000333,0,0,0
"3878",24,18,11,2,9,0.000167,0,0,0
"3879",24,18,11,4,8,0.000167,0,0,0
"3880",24,18,11,6,7,0,0,0,0.002155
"3881",24,18,11,6,12,0,3e-04,0,0
"3882",24,18,11,7,6,0.000333,0,0,0
"3883",24,18,11,7,8,0.000167,0,0,0
"3884",24,18,12,2,7,0.000167,0,0,0
"3885",24,18,13,6,5,0,0,0.000701,0
"3886",24,18,14,2,7,0,0,0.00035,0
"3887",24,18,14,3,3,0,0,0,0.002155
"3888",24,18,15,2,7,0.000169,0,0,0
"3889",24,18,15,5,4,0.000167,0,0,0
"3890",24,18,15,5,7,0,3e-04,0,0
"3891",24,18,15,6,1,0,0,0.00035,0
"3892",24,18,15,7,7,0.000333,0,0,0
"3893",24,18,16,4,7,0.000167,0,0,0
"3894",24,18,17,2,5,0,0,0.001342,0
"3895",24,18,17,2,6,0,0,0.00035,0
"3896",24,18,17,4,9,0.000167,0,0,0
"3897",24,18,17,5,12,0.000167,0,0,0
"3898",24,18,17,6,5,0.000167,0,0,0
"3899",24,18,17,7,1,0.000167,0,0,0
"3900",24,18,17,7,3,0.000333,0,0,0
"3901",24,18,17,7,4,0.000167,0,0,0
"3902",24,18,17,7,7,0.000167,0,0,0
"3903",24,18,17,7,15,0.000167,0,0,0
"3904",24,27,1,1,8,0.000167,0,0,0
"3905",24,27,1,6,7,0.000167,0,0,0
"3906",24,27,1,7,4,5e-04,0,0,0
"3907",24,27,4,4,7,0.000167,0,0,0
"3908",24,27,4,4,12,0,0,0,0.002155
"3909",24,27,4,5,2,0.000333,0,0,0
"3910",24,27,4,5,10,0.000333,0,0,0
"3911",24,27,4,6,2,0.000167,0,0,0
"3912",24,27,4,7,10,0.000167,0,0,0
"3913",24,27,4,8,2,0,0,0.000701,0
"3914",24,27,4,8,3,0,3e-04,0,0
"3915",24,27,4,9,6,0.000167,0,0,0
"3916",24,27,7,2,8,0.000167,0,0,0
"3917",24,27,7,6,12,0.000167,0,0,0
"3918",24,27,8,4,1,0,3e-04,0,0
"3919",24,27,9,6,3,0.000167,0,0,0
"3920",24,27,11,2,1,0.000167,0,0,0
"3921",24,27,11,5,1,0.000167,0,0,0
"3922",24,27,11,6,5,0.000167,0,0,0
"3923",24,27,11,7,1,0,3e-04,0,0
"3924",24,27,11,7,7,0.000667,0,0,0
"3925",24,27,11,8,4,0.000167,0,0,0
"3926",24,27,12,7,3,0,3e-04,0,0
"3927",24,27,12,7,7,0,0,0,0.002155
"3928",24,27,12,7,10,0,0,0,0.002155
"3929",24,27,12,8,6,0.000167,0,0,0
"3930",24,27,13,5,7,0.000167,0,0,0
"3931",24,27,15,1,2,0,0,0.00035,0
"3932",24,27,15,6,5,0.000167,0,0,0
"3933",24,27,15,6,6,0.000166,0,0,0
"3934",24,27,15,8,15,0.000167,0,0,0
"3935",24,27,16,5,16,0.000167,0,0,0
"3936",24,27,17,6,4,0.000167,0,0,0
"3937",24,27,103,9,8,0.000167,0,0,0
"3938",24,35,1,1,3,0,0,0.00035,0
"3939",24,35,1,1,7,0.000167,0,0,0
"3940",24,35,1,2,8,0.000167,0,0,0
"3941",24,35,1,5,5,0.000167,0,0,0
"3942",24,35,1,5,7,5e-04,0.000334,0,0
"3943",24,35,1,6,3,0.000167,0,0,0
"3944",24,35,2,9,7,0.000167,0,0,0
"3945",24,35,4,1,6,0.000167,0,0,0
"3946",24,35,4,3,3,0,0,5e-05,0
"3947",24,35,4,3,7,0,0,0.001051,0
"3948",24,35,4,4,4,0,0,0.000375,0.002155
"3949",24,35,4,4,6,0.000167,0,0,0
"3950",24,35,4,4,8,0,0,0.00035,0
"3951",24,35,4,4,10,0.000167,0,0,0
"3952",24,35,4,5,7,0.000167,0,0,0
"3953",24,35,4,6,7,0.000207,0,0,0
"3954",24,35,4,7,5,0.000333,0,0,0
"3955",24,35,4,7,6,0.000167,0,0,0
"3956",24,35,4,7,7,0.000833,0,0,0
"3957",24,35,4,8,1,0,0,0.002826,0
"3958",24,35,4,8,4,0,0,0.002861,0
"3959",24,35,4,8,8,0,0,0.000701,0
"3960",24,35,4,8,10,0,0,0.000701,0
"3961",24,35,4,9,1,0,0,0.00035,0
"3962",24,35,4,9,9,0.000333,0,0,0
"3963",24,35,7,2,3,0.000333,0,0,0
"3964",24,35,7,2,4,0,0,0.000757,0
"3965",24,35,7,2,6,0,0,0.00035,0
"3966",24,35,7,2,8,0,0,0.00035,0
"3967",24,35,7,2,12,0,0,0.00035,0
"3968",24,35,7,7,4,0.000167,0,0,0
"3969",24,35,7,9,1,0,0,0.00035,0
"3970",24,35,7,9,7,0.000167,0,0,0
"3971",24,35,8,3,7,0,0,0.00035,0
"3972",24,35,8,3,15,0.000167,0,0,0
"3973",24,35,8,4,4,0,0,0.003948,0
"3974",24,35,8,4,7,0,0,9.2e-05,0
"3975",24,35,8,8,6,0.000167,0,0,0
"3976",24,35,9,9,12,0,0,0,0.002155
"3977",24,35,10,1,4,0,3e-04,0,0
"3978",24,35,11,2,2,0.000167,0,0,0
"3979",24,35,11,5,5,0.000333,0,0,0
"3980",24,35,11,5,15,0.000167,0,0,0
"3981",24,35,11,6,6,0.000167,0,0,0
"3982",24,35,11,6,7,0.000995,0,0,0
"3983",24,35,11,7,4,0,3e-04,0.002657,0.00431
"3984",24,35,11,7,10,5e-04,0,0,0
"3985",24,35,11,8,7,5e-04,0,0,0
"3986",24,35,12,3,8,0,0,0,0.002155
"3987",24,35,12,4,4,0.000137,0,0,0
"3988",24,35,12,4,7,0.000197,0,0,0
"3989",24,35,12,6,4,0.000167,0,0,0
"3990",24,35,12,7,4,0,0,0.000381,0.023707
"3991",24,35,12,7,6,0.000167,0,0,0
"3992",24,35,12,7,10,0,0,0.00035,0
"3993",24,35,12,8,5,0.000167,0,0,0
"3994",24,35,13,1,4,0,3e-04,0,0
"3995",24,35,13,5,4,0,0,0.00035,0
"3996",24,35,13,5,5,0.000167,0,0,0
"3997",24,35,13,5,7,0.000667,0,0,0
"3998",24,35,13,6,4,0,0,0.000743,0
"3999",24,35,13,7,5,0.000167,0,0,0
"4000",24,35,13,7,7,0.000333,0,0,0
"4001",24,35,14,1,6,0,3e-04,0,0
"4002",24,35,14,2,4,0.000167,0,0,0
"4003",24,35,14,2,12,0.000167,0,0,0
"4004",24,35,14,3,4,0,0,0.000543,0
"4005",24,35,14,5,4,0,0,0.000668,0
"4006",24,35,14,5,6,0.000167,0,0,0
"4007",24,35,14,5,8,0.000167,0,0,0
"4008",24,35,14,7,1,0.000167,0,0.000499,0
"4009",24,35,14,7,4,0,0,0.005478,0
"4010",24,35,14,8,10,0.000167,0,0.00035,0
"4011",24,35,15,5,4,0,0,0.00035,0.002155
"4012",24,35,15,6,3,0.000167,0,0,0
"4013",24,35,15,6,4,0,0,0,0.00431
"4014",24,35,16,7,3,0,0,0.00035,0
"4015",24,35,16,7,4,0,0,0.002654,0
"4016",24,35,16,7,7,0.000167,0,0,0
"4017",24,35,16,7,10,0,0,0.000356,0
"4018",24,35,17,2,2,0.000167,0,0,0
"4019",24,35,17,2,12,0,0,0.00035,0
"4020",24,35,18,4,16,0,6e-04,0,0
"4021",24,35,103,5,4,0,0,0.001402,0
"4022",24,35,103,7,3,0.000167,0,0,0
"4023",24,35,103,7,12,0,3e-04,0,0
"4024",24,35,103,8,15,0.000167,0,0,0
"4025",24,37,1,1,6,0,3e-04,0,0
"4026",24,37,1,5,6,0,0,0.00035,0
"4027",24,37,4,5,6,0,3e-04,0,0
"4028",24,37,7,2,6,0,0,0.000701,0
"4029",24,37,10,6,4,0.000167,0,0,0
"4030",24,37,11,7,6,0,0,0.001051,0
"4031",24,37,11,7,7,0.000167,0,0,0
"4032",24,37,12,1,6,0,0,0,0.002155
"4033",24,38,4,2,6,0.000167,0,0,0
"4034",24,38,8,7,7,0,0,0,0.00431
"4035",24,38,13,2,2,0.000138,0,0,0
"4036",24,38,13,2,7,0.000167,0,0,0
"4037",24,38,13,5,6,0.000167,0,0,0
"4038",24,38,13,5,14,0.000167,0,0,0
"4039",24,38,13,6,10,0.000167,0,0,0.002155
"4040",24,38,13,6,12,0,0,0.001359,0
"4041",24,38,13,7,7,0.000195,0,0,0
"4042",24,38,14,1,8,0.000167,0,0,0
"4043",24,38,14,5,4,0,0,0.00035,0
"4044",24,38,15,5,7,0,0,0,0.015086
"4045",24,38,15,6,7,0,0,0.00035,0
"4046",24,38,16,5,4,0,0,0,0.002155
"4047",24,38,16,7,7,0,0,0,0.002155
"4048",24,39,1,2,6,0.000167,0,0,0
"4049",24,39,1,5,7,0,0,0.000359,0
"4050",24,39,1,9,7,0.000333,0,0,0
"4051",24,39,4,3,7,0,0,0.001577,0
"4052",24,39,4,4,7,0,0,0.000415,0
"4053",24,39,4,5,12,0.000167,0,0,0
"4054",24,39,4,5,16,0.000167,0,0,0
"4055",24,39,4,7,3,0.000167,0,0,0
"4056",24,39,4,7,7,0,0,0.00035,0
"4057",24,39,4,8,1,0,0,0.000353,0
"4058",24,39,4,8,7,0,6e-04,0.004437,0
"4059",24,39,4,8,12,0.000167,0,0.00035,0
"4060",24,39,7,2,7,0,0,0.00035,0
"4061",24,39,7,8,1,0.000167,0,0,0
"4062",24,39,8,4,7,0,0,0.003803,0
"4063",24,39,8,7,7,0.000167,6e-04,0,0
"4064",24,39,9,9,15,0,0,0.00035,0
"4065",24,39,11,7,10,0,0,0.00035,0
"4066",24,39,12,6,9,0.000167,0,0,0
"4067",24,39,13,3,7,0.000167,0,0,0
"4068",24,39,13,6,3,0.000167,0,0,0
"4069",24,39,13,6,7,0,0,0.000701,0
"4070",24,39,13,7,7,0,0,0.00035,0
"4071",24,39,14,3,7,0,0,0.000526,0
"4072",24,39,14,5,8,0,0,0,0.002155
"4073",24,39,14,7,5,0,0,0.00035,0
"4074",24,39,14,7,7,0,0,0.00922,0
"4075",24,39,15,5,7,0.000667,0,0,0
"4076",24,39,16,5,7,0,3e-04,0,0
"4077",24,39,16,5,17,0,0,0.00035,0
"4078",24,39,16,7,7,0,0,0.00187,0
"4079",24,39,16,8,10,0.000167,0,0,0
"4080",24,40,4,3,3,0,0,0.000526,0
"4081",24,40,4,7,4,0.000167,0,0,0
"4082",24,40,8,4,3,0,0,0.00035,0
"4083",24,40,14,3,3,0,0,0.000175,0
"4084",24,40,15,2,16,0.000167,0,0,0
"4085",24,40,18,6,3,0,0,0.00035,0
"4086",24,41,8,3,7,0.000167,0,0,0
"4087",24,41,11,5,7,0.000167,0,0,0
"4088",24,41,11,5,9,0.000167,0,0,0
"4089",24,41,11,7,2,0.000167,0,0,0
"4090",24,42,10,2,4,0.000167,0,0,0
"4091",24,44,1,2,9,0.000333,0,0,0
"4092",24,44,1,5,5,0,3e-04,0,0.002155
"4093",24,44,1,5,6,0.000326,0,0,0
"4094",24,44,1,5,7,0.000174,0,0,0
"4095",24,44,1,8,6,0.000167,0,0,0
"4096",24,44,1,8,15,0.000167,0,0,0
"4097",24,44,1,9,14,0.000167,0,0,0
"4098",24,44,1,9,16,0.000167,0,0,0
"4099",24,44,3,2,16,0.000167,0,0,0
"4100",24,44,4,2,7,0.00051,0,0,0
"4101",24,44,4,6,12,0,0,0.00035,0
"4102",24,44,4,7,4,0,0,0.00035,0
"4103",24,44,4,7,5,0,6e-04,0.000432,0
